Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
Serge Ibaka,PF,21,OKC,17,17,28.8,3.9,8.5,.462,0.0,0.1,.000,3.9,8.5,.465,.462,1.9,2.4,.825,2.8,4.5,7.3,0.2,0.2,3.1,1.2,3.8,9.8,2011
Andre Iguodala,SF,27,PHI,5,5,36.4,4.4,10.4,.423,0.6,2.8,.214,3.8,7.6,.500,.452,2.0,2.8,.714,1.4,5.6,7.0,6.8,1.0,0.4,2.8,3.2,11.4,2011
Zydrunas Ilgauskas,C,35,MIA,9,8,11.6,1.6,3.3,.467,0.0,0.0,,1.6,3.3,.467,.467,0.4,0.7,.667,1.7,1.9,3.6,0.3,0.0,0.3,1.0,1.8,3.6,2011
D.J. Mbenga,C,30,NOH,5,0,5.2,0.4,0.4,1.000,0.0,0.0,,0.4,0.4,1.000,1.000,0.2,0.4,.500,0.4,0.6,1.0,0.2,0.4,0.6,0.2,1.4,1.0,2011
Royal Ivey,SG,29,OKC,2,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,3.0,2011
Jarrett Jack,SG,27,NOH,6,0,18.5,2.0,5.7,.353,0.0,0.8,.000,2.0,4.8,.414,.353,1.8,2.7,.688,0.2,2.3,2.5,2.2,0.2,0.2,1.3,0.7,5.8,2011
LeBron James,SF,26,MIA,21,21,43.9,8.3,17.8,.466,1.4,4.0,.353,6.9,13.7,.500,.507,5.7,7.4,.763,1.6,6.8,8.4,5.9,1.7,1.2,3.1,2.7,23.7,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Richard Jefferson,SF,30,SAS,6,6,29.3,2.0,5.2,.387,1.0,2.8,.353,1.0,2.3,.429,.484,1.5,1.8,.818,0.3,3.8,4.2,0.8,0.5,0.5,1.0,2.2,6.5,2011
Jared Jeffries,PF,29,NYK,4,0,21.3,2.8,5.8,.478,0.0,0.0,,2.8,5.8,.478,.478,0.8,1.0,.750,3.3,1.8,5.0,0.3,0.8,1.8,0.8,1.8,6.3,2011
Armon Johnson,PG,21,POR,2,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2011
Chris Johnson,C,25,POR,4,0,4.8,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.5,0.5,1.000,0.0,1.3,1.3,0.0,0.0,0.5,0.0,0.8,1.0,2011
Joe Johnson,SG,29,ATL,12,12,41.4,7.3,16.5,.439,1.5,3.5,.429,5.8,13.0,.442,.485,2.8,3.5,.810,1.5,3.1,4.6,3.3,1.1,0.1,2.6,1.6,18.8,2011
Trey Johnson,SG,26,LAL,3,0,4.0,0.3,1.7,.200,0.0,0.3,.000,0.3,1.3,.250,.200,0.3,0.7,.500,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.7,1.0,2011
Dahntay Jones,SG,30,IND,3,0,16.7,3.0,6.7,.450,0.0,1.0,.000,3.0,5.7,.529,.450,2.7,3.0,.889,0.7,0.0,0.7,0.7,0.3,0.0,1.0,2.3,8.7,2011
James Jones,SF,30,MIA,12,0,22.7,2.0,4.3,.471,1.4,3.1,.459,0.6,1.2,.500,.637,1.1,1.1,1.000,0.3,2.3,2.5,0.2,0.5,0.2,0.3,2.0,6.5,2011
Jason Kidd*,PG,37,DAL,21,21,35.4,3.0,7.7,.398,2.0,5.5,.374,1.0,2.2,.457,.531,1.1,1.4,.800,0.5,4.0,4.5,7.3,1.9,0.5,2.7,1.7,9.3,2011
Kyle Korver,SG,29,CHI,16,0,17.3,2.4,6.1,.388,1.4,3.3,.423,1.0,2.9,.348,.500,0.4,0.4,1.000,0.1,1.1,1.2,1.1,0.5,0.2,1.0,2.2,6.6,2011
Kosta Koufos,C,21,DEN,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2011
Nenad Krstić,C,27,BOS,7,0,8.0,0.7,1.1,.625,0.0,0.0,,0.7,1.1,.625,.625,0.3,0.4,.667,0.7,1.0,1.7,0.3,0.0,0.6,0.4,1.1,1.7,2011
Carl Landry,PF,27,NOH,6,6,35.5,5.2,11.3,.456,0.0,0.0,,5.2,11.3,.456,.456,5.5,6.0,.917,1.8,3.2,5.0,1.0,0.7,0.5,2.0,4.2,15.8,2011
Ty Lawson,PG,23,DEN,5,5,33.4,5.2,10.4,.500,1.0,2.2,.455,4.2,8.2,.512,.548,4.2,4.6,.913,1.4,2.0,3.4,3.8,1.0,0.2,1.2,1.8,15.6,2011
Jamaal Magloire,C,32,MIA,3,0,6.0,0.7,1.7,.400,0.0,0.0,,0.7,1.7,.400,.400,0.0,0.0,,0.3,1.3,1.7,0.7,0.3,0.0,0.3,1.3,1.3,2011
Ian Mahinmi,C,24,DAL,6,0,5.5,0.5,0.8,.600,0.0,0.0,,0.5,0.8,.600,.600,0.8,1.5,.556,0.5,0.5,1.0,0.0,0.2,0.0,0.0,2.7,1.8,2011
Shawn Marion,SF,32,DAL,21,21,32.9,5.0,10.7,.467,0.0,0.2,.000,5.0,10.5,.477,.467,1.9,2.2,.851,2.2,4.1,6.3,2.1,1.0,0.9,1.7,2.5,11.9,2011
Kenyon Martin,PF,33,DEN,5,5,29.6,4.8,10.0,.480,0.0,0.0,,4.8,10.0,.480,.480,2.2,3.6,.611,1.2,6.6,7.8,1.6,0.4,0.4,1.4,3.6,11.8,2011
Roger Mason,SG,30,NYK,3,0,18.3,2.3,6.0,.389,1.7,4.3,.385,0.7,1.7,.400,.528,0.0,0.0,,1.0,0.3,1.3,1.0,0.3,0.0,0.3,2.0,6.3,2011
Wesley Matthews,SG,24,POR,6,6,33.7,4.5,9.5,.474,1.3,3.5,.381,3.2,6.0,.528,.544,2.7,3.2,.842,0.3,0.8,1.2,1.0,0.7,0.2,1.2,2.5,13.0,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Eric Maynor,PG,23,OKC,17,0,12.9,1.7,4.5,.377,0.5,1.5,.360,1.2,3.1,.385,.435,0.9,1.1,.789,0.3,1.0,1.3,2.2,0.5,0.0,0.9,0.9,4.8,2011
O.J. Mayo,SG,23,MEM,13,2,27.8,4.0,10.3,.388,1.5,3.8,.408,2.5,6.5,.376,.463,1.8,2.2,.793,0.8,2.4,3.2,2.4,0.8,0.3,1.3,3.2,11.3,2011
Antonio McDyess,PF,36,SAS,6,6,24.2,2.5,6.0,.417,0.0,0.0,,2.5,6.0,.417,.417,0.7,1.2,.571,1.7,3.3,5.0,1.3,0.3,0.8,1.2,3.5,5.7,2011
Josh McRoberts,PF,23,IND,5,0,15.8,1.6,4.8,.333,0.0,0.2,.000,1.6,4.6,.348,.333,1.8,2.2,.818,1.6,2.0,3.6,1.2,0.8,0.2,1.0,3.4,5.0,2011
Jodie Meeks,SG,23,PHI,5,5,25.0,2.6,6.2,.419,1.6,3.6,.444,1.0,2.6,.385,.548,1.0,1.2,.833,0.4,1.6,2.0,0.8,0.6,0.0,0.4,1.2,7.8,2011
Andre Miller,PG,34,POR,6,6,32.3,5.5,11.2,.493,0.7,1.7,.400,4.8,9.5,.509,.522,3.2,4.0,.792,0.8,2.3,3.2,5.5,0.3,0.0,2.2,2.8,14.8,2011
Mike Miller,SG,30,MIA,18,0,11.9,1.0,2.9,.340,0.6,2.1,.297,0.4,0.9,.438,.443,0.0,0.0,,0.5,2.2,2.7,0.7,0.4,0.1,0.4,1.4,2.6,2011
Patty Mills,PG,22,POR,2,0,2.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,2011
Nazr Mohammed,C,33,OKC,14,0,10.6,1.0,2.4,.412,0.0,0.0,,1.0,2.4,.412,.412,0.3,0.7,.400,0.6,1.6,2.3,0.0,0.3,0.4,0.4,1.9,2.3,2011
Troy Murphy,PF,30,BOS,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
Gary Neal,SG,26,SAS,6,0,18.5,2.8,7.7,.370,0.8,3.2,.263,2.0,4.5,.444,.424,1.2,1.2,1.000,0.3,2.7,3.0,0.8,0.2,0.2,0.3,1.8,7.7,2011
Jameer Nelson,PG,28,ORL,6,6,36.0,5.2,13.7,.378,1.0,4.3,.231,4.2,9.3,.446,.415,1.8,2.3,.786,1.2,3.0,4.2,5.0,2.0,0.0,1.3,2.3,13.2,2011
Joakim Noah,C,25,CHI,16,16,33.1,3.2,7.8,.411,0.0,0.0,,3.2,7.8,.411,.411,2.3,3.2,.725,4.3,5.9,10.2,2.5,1.0,2.1,1.2,3.9,8.7,2011
Andrés Nocioni,SF,31,PHI,1,0,10.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2011
Steve Novak,SF,27,SAS,1,0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
Dirk Nowitzki,PF,32,DAL,21,21,39.3,9.1,18.9,.485,1.1,2.4,.460,8.0,16.5,.488,.514,8.3,8.9,.941,0.6,7.6,8.1,2.5,0.6,0.6,3.1,2.2,27.7,2011
Jermaine O'Neal,C,32,BOS,9,9,21.9,2.3,4.8,.488,0.0,0.0,,2.3,4.8,.488,.488,1.1,1.2,.909,1.7,2.6,4.2,0.9,0.2,1.8,0.9,3.8,5.8,2011
Shaquille O'Neal*,C,38,BOS,2,0,6.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,1.0,.000,0.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,1.0,2011
Lamar Odom,PF,31,LAL,10,1,28.6,4.5,9.8,.459,0.4,2.0,.200,4.1,7.8,.526,.480,2.7,3.8,.711,1.3,5.2,6.5,2.1,0.2,0.4,1.5,2.5,12.1,2011
Emeka Okafor,C,28,NOH,6,6,31.3,3.3,5.2,.645,0.0,0.0,,3.3,5.2,.645,.645,0.7,1.8,.364,2.8,2.7,5.5,0.0,1.0,1.0,2.0,4.7,7.3,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Zaza Pachulia,C,26,ATL,11,0,17.7,1.0,2.1,.478,0.0,0.0,,1.0,2.1,.478,.478,1.5,2.0,.773,1.5,3.4,4.9,1.2,0.2,0.1,0.8,3.4,3.5,2011
Tony Parker,PG,28,SAS,6,6,36.8,7.2,15.5,.462,0.2,1.3,.125,7.0,14.2,.494,.468,5.2,6.8,.756,0.2,2.5,2.7,5.2,1.3,0.3,3.3,1.7,19.7,2011
Chris Paul,PG,25,NOH,6,6,41.7,7.0,12.8,.545,1.5,3.2,.474,5.5,9.7,.569,.604,6.5,8.2,.796,0.5,6.2,6.7,11.5,1.8,0.0,3.7,1.8,22.0,2011
Kendrick Perkins,C,26,OKC,17,17,28.2,1.7,3.8,.453,0.0,0.0,,1.7,3.8,.453,.453,1.1,1.9,.576,2.2,3.9,6.1,0.8,0.2,0.8,1.6,3.4,4.5,2011
Paul Pierce,SF,33,BOS,9,9,38.1,7.6,16.4,.459,2.3,5.2,.447,5.2,11.2,.465,.530,3.3,3.8,.882,0.6,4.4,5.0,2.8,1.3,0.4,2.7,3.3,20.8,2011
Quincy Pondexter,SF,22,NOH,3,0,3.0,0.3,2.0,.167,0.0,1.0,.000,0.3,1.0,.333,.167,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.7,2011
Leon Powe,C,27,MEM,4,0,3.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.8,1.0,.750,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.8,2011
Josh Powell,PF,28,ATL,9,0,5.3,0.6,1.0,.556,0.0,0.0,,0.6,1.0,.556,.556,0.0,0.0,,0.3,0.7,1.0,0.1,0.0,0.0,0.2,0.9,1.1,2011
A.J. Price,PG,24,IND,5,0,16.0,2.6,7.0,.371,1.4,3.2,.438,1.2,3.8,.316,.471,1.8,2.0,.900,0.4,1.0,1.4,1.2,0.6,0.0,1.4,1.0,8.4,2011
Zach Randolph,PF,29,MEM,13,13,39.6,7.7,17.2,.446,0.2,0.6,.250,7.5,16.6,.454,.451,6.7,8.2,.821,3.3,7.5,10.8,2.4,1.1,0.8,2.1,3.5,22.2,2011
Theo Ratliff,C,37,LAL,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
J.J. Redick,SG,26,ORL,6,0,20.0,2.5,7.0,.357,0.2,2.5,.067,2.3,4.5,.519,.369,1.5,2.0,.750,0.0,1.8,1.8,1.0,0.2,0.2,1.2,1.3,6.7,2011
Jason Richardson,SG,30,ORL,5,5,30.6,3.4,10.2,.333,1.6,5.0,.320,1.8,5.2,.346,.412,1.6,1.6,1.000,1.0,3.0,4.0,1.2,0.6,0.4,0.6,3.2,10.0,2011
Quentin Richardson,SF,30,ORL,6,1,16.3,1.3,2.5,.533,0.8,1.7,.500,0.5,0.8,.600,.700,0.3,0.3,1.000,0.5,2.0,2.5,0.3,0.2,0.2,0.3,1.5,3.8,2011
Nate Robinson,PG,26,OKC,3,0,4.0,0.7,2.3,.286,0.7,2.0,.333,0.0,0.3,.000,.429,0.7,0.7,1.000,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,2.7,2011
Rajon Rondo,PG,24,BOS,9,9,38.3,5.7,11.9,.477,0.0,0.3,.000,5.7,11.6,.490,.477,2.7,4.2,.632,1.2,4.2,5.4,9.6,1.1,0.0,3.7,1.8,14.0,2011
Derrick Rose,PG,22,CHI,16,16,40.6,9.3,23.5,.396,1.6,6.3,.248,7.8,17.2,.451,.430,6.9,8.4,.828,1.3,3.1,4.3,7.7,1.4,0.7,3.7,2.1,27.1,2011
Brandon Roy,SG,26,POR,6,0,23.0,3.7,7.3,.500,0.7,2.3,.286,3.0,5.0,.600,.545,1.3,2.2,.615,0.3,1.8,2.2,2.8,0.2,0.0,0.7,2.2,9.3,2011
Brandon Rush,SG,25,IND,5,0,11.0,1.2,2.6,.462,0.6,0.8,.750,0.6,1.8,.333,.577,0.2,0.4,.500,0.0,1.4,1.4,0.6,0.2,0.2,0.2,1.0,3.2,2011
Thabo Sefolosha,SG,26,OKC,17,17,20.2,1.8,3.9,.463,0.2,1.5,.154,1.6,2.4,.659,.493,0.8,0.8,1.000,0.7,2.4,3.1,0.7,0.9,0.3,0.9,1.4,4.6,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Ish Smith,PG,22,MEM,5,0,2.0,0.4,0.6,.667,0.0,0.0,,0.4,0.6,.667,.667,0.0,0.0,,0.0,0.4,0.4,0.4,0.2,0.0,0.2,0.2,0.8,2011
J.R. Smith,SF,25,DEN,5,0,15.2,3.2,9.0,.356,1.8,4.2,.429,1.4,4.8,.292,.456,1.6,2.2,.727,0.2,1.8,2.0,1.0,0.4,0.0,1.6,1.6,9.8,2011
Jason Smith,C,24,NOH,6,0,9.7,1.2,2.5,.467,0.0,0.0,,1.2,2.5,.467,.467,0.0,0.0,,0.2,1.0,1.2,0.2,0.3,0.0,0.0,1.8,2.3,2011
Joe Smith,PF,35,LAL,5,0,2.2,0.0,0.4,.000,0.0,0.0,,0.0,0.4,.000,.000,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,2011
Josh Smith,PF,25,ATL,12,12,36.5,5.8,14.3,.404,0.3,2.0,.125,5.5,12.3,.449,.412,3.3,5.6,.597,1.5,7.0,8.5,2.9,1.1,2.1,2.2,3.3,15.1,2011
Marreese Speights,C,23,PHI,2,0,10.5,1.0,6.0,.167,0.0,0.0,,1.0,6.0,.167,.167,0.0,0.0,,0.5,2.5,3.0,0.5,0.0,0.5,0.0,2.0,2.0,2011
Tiago Splitter,C,26,SAS,3,0,16.7,3.3,5.3,.625,0.0,0.0,,3.3,5.3,.625,.625,0.0,1.0,.000,2.3,2.3,4.7,0.3,1.0,0.3,0.7,1.3,6.7,2011
DeShawn Stevenson,SG,29,DAL,21,18,15.8,1.4,4.0,.349,1.3,3.2,.397,0.1,0.7,.133,.512,0.4,0.6,.750,0.0,0.9,0.9,0.6,0.5,0.1,0.5,1.9,4.5,2011
Peja Stojaković,SF,33,DAL,19,0,18.4,2.6,6.3,.408,1.5,4.1,.377,1.1,2.3,.465,.529,0.4,0.5,.778,0.2,1.5,1.7,0.4,0.6,0.1,0.5,1.1,7.1,2011
Amar'e Stoudemire,C,28,NYK,4,4,33.5,5.3,13.8,.382,0.0,0.0,,5.3,13.8,.382,.382,4.0,6.0,.667,2.8,5.0,7.8,1.8,0.3,0.8,3.0,2.5,14.5,2011
Pape Sy,SF,22,ATL,4,0,2.8,0.5,0.8,.667,0.0,0.0,,0.5,0.8,.667,.667,0.5,1.0,.500,0.3,0.0,0.3,0.8,0.3,0.0,0.3,0.3,1.5,2011
Jeff Teague,PG,22,ATL,8,6,29.8,4.6,9.0,.514,0.1,0.9,.143,4.5,8.1,.554,.521,2.4,2.9,.826,0.0,2.1,2.1,3.5,0.8,0.4,1.0,1.3,11.8,2011
Jason Terry,SG,33,DAL,21,0,32.6,6.1,12.8,.478,2.0,4.5,.442,4.1,8.2,.497,.556,3.3,4.0,.843,0.3,1.6,1.9,3.2,1.2,0.1,1.5,2.1,17.5,2011
Etan Thomas,C,32,ATL,1,0,7.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2011
Kurt Thomas,PF,38,CHI,7,0,10.6,1.4,2.6,.556,0.0,0.3,.000,1.4,2.3,.625,.556,0.0,0.0,,1.3,1.4,2.7,0.4,0.1,0.4,0.4,1.7,2.9,2011
Ronny Turiaf,C,28,NYK,4,4,18.8,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,1.8,2.5,.700,1.0,1.8,2.8,1.0,0.3,1.5,0.8,1.0,5.8,2011
Hedo Türkoğlu,SF,31,ORL,6,6,34.8,3.3,11.3,.294,1.2,5.0,.233,2.2,6.3,.342,.346,1.3,2.3,.571,0.2,3.0,3.2,3.7,1.3,0.2,1.2,3.0,9.2,2011
Evan Turner,SG,22,PHI,5,0,19.4,3.4,7.6,.447,0.8,1.0,.800,2.6,6.6,.394,.500,0.4,0.4,1.000,0.8,3.8,4.6,0.8,0.6,0.2,0.0,1.8,8.0,2011
Greivis Vásquez,PG,24,MEM,13,0,10.9,1.6,3.2,.512,0.3,0.8,.364,1.3,2.3,.567,.561,0.8,1.0,.769,0.2,1.2,1.5,1.9,0.4,0.2,0.7,0.8,4.3,2011
Dwyane Wade,SG,29,MIA,21,21,39.4,8.6,17.8,.485,0.7,2.5,.269,8.0,15.3,.520,.504,6.6,8.5,.777,2.0,5.1,7.1,4.4,1.6,1.3,3.0,2.5,24.5,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Von Wafer,SG,25,BOS,3,0,1.7,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2011
Henry Walker,SG,23,NYK,4,0,22.3,2.3,7.5,.300,0.8,2.8,.273,1.5,4.8,.316,.350,0.5,0.8,.667,1.3,2.0,3.3,1.0,1.3,0.0,1.8,2.3,5.8,2011
Gerald Wallace,PF,28,POR,6,6,37.7,5.0,11.2,.448,0.5,2.8,.176,4.5,8.3,.540,.470,4.7,5.3,.875,1.5,7.7,9.2,2.8,1.3,0.5,2.5,3.2,15.2,2011
Luke Walton,SF,30,LAL,1,0,4.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2011
C.J. Watson,PG,26,CHI,16,0,8.5,1.2,3.5,.339,0.2,0.9,.200,1.0,2.6,.390,.366,0.6,0.7,.909,0.1,0.8,0.9,1.9,0.5,0.0,1.1,0.9,3.2,2011
Delonte West,PG,27,BOS,9,0,18.9,2.4,5.2,.468,0.8,2.1,.368,1.7,3.1,.536,.543,0.9,1.1,.800,0.4,1.4,1.9,1.3,0.6,0.0,1.3,1.8,6.6,2011
Russell Westbrook,PG,22,OKC,17,17,37.5,7.9,20.2,.394,0.8,2.8,.292,7.1,17.4,.410,.414,7.1,8.4,.852,2.1,3.2,5.4,6.4,1.4,0.4,4.6,3.3,23.8,2011
Damien Wilkins,SF,31,ATL,8,0,4.9,0.9,1.6,.538,0.0,0.3,.000,0.9,1.4,.636,.538,0.0,0.0,,0.4,0.6,1.0,0.1,0.3,0.3,0.3,0.3,1.8,2011
Lou Williams,SG,24,PHI,5,0,26.0,3.4,10.4,.327,1.2,4.0,.300,2.2,6.4,.344,.385,2.8,3.8,.737,0.0,1.6,1.6,3.0,1.0,0.0,0.8,1.2,10.8,2011
Marvin Williams,SF,24,ATL,12,3,18.0,1.8,4.7,.393,0.3,0.9,.273,1.6,3.8,.422,.420,0.8,1.1,.769,0.8,1.4,2.3,0.5,0.8,0.6,1.0,1.5,4.8,2011
Shawne Williams,PF,24,NYK,4,0,25.3,2.5,6.0,.417,1.5,3.5,.429,1.0,2.5,.400,.542,1.5,2.0,.750,1.0,2.5,3.5,1.3,1.0,1.0,1.0,2.0,8.0,2011
Metta World Peace,SF,31,LAL,9,9,31.9,3.9,8.8,.443,1.0,3.1,.321,2.9,5.7,.510,.500,1.8,2.3,.762,1.9,2.7,4.6,2.2,1.1,0.8,1.0,2.6,10.6,2011
Sam Young,SF,25,MEM,13,11,19.7,3.3,7.4,.448,0.2,0.9,.250,3.1,6.5,.476,.464,0.7,1.2,.600,0.5,1.8,2.3,0.2,0.5,0.2,0.6,1.4,7.5,2011
Thaddeus Young,PF,22,PHI,5,0,25.4,5.0,12.0,.417,0.0,0.2,.000,5.0,11.8,.424,.417,1.4,2.4,.583,3.4,2.4,5.8,0.8,0.8,0.2,1.4,2.6,11.4,2011
Arron Afflalo,SG,26,DEN,7,7,32.7,4.3,10.6,.405,0.6,2.9,.200,3.7,7.7,.481,.432,1.7,2.1,.800,0.7,2.9,3.6,2.7,0.7,0.3,1.3,2.0,10.9,2012
Blake Ahearn,PG,27,UTA,3,0,2.7,0.7,1.0,.667,0.3,0.3,1.000,0.3,0.7,.500,.833,0.0,0.0,,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.7,2012
Cole Aldrich,C,23,OKC,5,0,5.0,0.8,1.8,.444,0.0,0.0,,0.8,1.8,.444,.444,0.4,0.8,.500,1.0,1.6,2.6,0.0,0.0,0.0,0.0,0.6,2.0,2012
Lavoy Allen,PF,22,PHI,12,1,19.7,2.8,5.1,.557,0.0,0.0,,2.8,5.1,.557,.557,0.6,1.0,.583,1.8,3.2,4.9,0.3,0.8,0.9,0.4,2.5,6.3,2012
Ray Allen*,SG,36,BOS,18,10,34.2,3.7,9.3,.395,1.6,5.1,.304,2.1,4.2,.507,.479,1.8,2.5,.711,0.4,3.7,4.1,1.0,0.9,0.1,0.9,2.3,10.7,2012
Tony Allen,SG,30,MEM,7,7,24.3,2.6,6.4,.400,0.0,0.7,.000,2.6,5.7,.450,.400,1.7,2.4,.706,1.1,2.0,3.1,0.7,1.3,1.0,1.4,3.0,6.9,2012
Lou Amundson,PF,29,IND,11,0,8.5,1.1,2.1,.522,0.0,0.0,,1.1,2.1,.522,.522,0.3,0.5,.500,0.5,1.5,2.1,0.2,0.2,0.5,0.4,1.5,2.5,2012
James Anderson,SG,22,SAS,8,0,3.9,0.5,1.1,.444,0.3,0.5,.500,0.3,0.6,.400,.556,0.1,0.3,.500,0.0,0.6,0.6,0.4,0.1,0.0,0.0,0.1,1.4,2012
Ryan Anderson,PF,23,ORL,5,5,34.4,3.0,8.8,.341,2.4,6.0,.400,0.6,2.8,.214,.477,1.2,1.4,.857,1.8,2.8,4.6,0.8,0.6,0.4,1.8,4.4,9.6,2012
Carmelo Anthony,SF,27,NYK,5,5,40.8,10.4,24.8,.419,0.8,3.6,.222,9.6,21.2,.453,.435,6.2,8.2,.756,2.6,5.6,8.2,2.2,1.2,0.2,2.8,4.2,27.8,2012
Joel Anthony,C,29,MIA,17,1,19.4,1.0,1.7,.586,0.0,0.0,,1.0,1.7,.586,.586,1.2,1.5,.800,1.3,1.9,3.2,0.1,0.3,0.9,0.5,2.4,3.2,2012
Gilbert Arenas,PG,30,MEM,6,0,3.8,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.0,0.2,1.0,0.7,2012
Ömer Aşık,C,25,CHI,6,3,21.3,1.2,2.3,.500,0.0,0.0,,1.2,2.3,.500,.500,1.0,2.8,.353,1.3,3.3,4.7,1.3,0.2,1.7,1.3,2.3,3.3,2012
Jeff Ayres,C,24,IND,4,0,2.3,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,2012
Kelenna Azubuike,SG,28,DAL,1,0,5.0,1.0,3.0,.333,1.0,1.0,1.000,0.0,2.0,.000,.500,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2012
Leandro Barbosa,SG,29,IND,11,0,20.3,2.5,6.6,.370,0.3,1.8,.150,2.2,4.8,.453,.390,0.5,1.1,.500,0.5,1.7,2.2,1.3,0.5,0.1,1.2,2.1,5.7,2012
Matt Barnes,SF,31,LAL,11,0,16.8,1.5,5.4,.271,0.5,2.8,.161,1.0,2.5,.393,.314,0.2,0.4,.500,0.8,2.5,3.3,1.5,0.9,0.5,1.4,2.6,3.5,2012
Brandon Bass,PF,26,BOS,20,20,30.4,4.1,8.8,.463,0.0,0.0,,4.1,8.8,.463,.463,3.0,3.2,.922,1.3,4.0,5.3,0.8,0.7,0.5,0.8,2.5,11.1,2012
Shane Battier,SF,33,MIA,23,16,33.4,2.3,6.1,.379,1.8,4.8,.382,0.5,1.3,.367,.529,0.6,0.7,.813,0.7,2.6,3.2,1.2,1.0,0.6,0.7,3.0,7.0,2012
Rodrigue Beaubois,PG,23,DAL,2,0,6.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Mike Bibby,PG,33,NYK,5,1,23.6,1.8,4.6,.391,1.4,3.4,.412,0.4,1.2,.333,.543,0.4,0.6,.667,0.6,3.6,4.2,2.6,0.2,0.0,0.8,1.4,5.4,2012
DeJuan Blair,PF,22,SAS,10,0,7.6,1.7,2.7,.630,0.0,0.0,,1.7,2.7,.630,.630,0.3,0.6,.500,0.7,1.6,2.3,0.2,0.3,0.1,0.1,1.0,3.7,2012
Steve Blake,PG,31,LAL,12,0,25.5,2.2,5.2,.419,1.5,3.6,.419,0.7,1.6,.421,.565,0.4,0.6,.714,0.7,2.2,2.8,2.3,0.7,0.2,1.3,1.8,6.3,2012
